Unnamed: 0,Place,Relation Type,Context,Date,Sentence,Sentence_Text,Sentence_Text_Cleaned,Place_Text,Date_Text,slug,Notes,Place_Info,sentence_doc
301,['MASK_14'],political_action,"['went', 'to']",['MASK_18'],[23],"[PERSON]Vlad[MASK_1] went to [GPE]Transylvania[MASK_14] to seek assistance from Matthias Corvinus, King of Hungary, in [DATE]late 1462[MASK_18], but Corvinus had him imprisoned.
","Vlad went to Transylvania to seek assistance from Matthias Corvinus, King of Hungary, in late 1462, but Corvinus had him imprisoned.
",['Transylvania'],['late 1462'],Vlad_the_Impaler,travel?,"[{'place_name': 'Transylvania', 'input_name': 'Transylvania', 'lat': 46.766666666667, 'lng': 23.583333333333, 'gn_description': 'historical region'}]","[PERSON]Vlad[MASK_1] went to [GPE]Transylvania[MASK_14] to seek assistance from Matthias Corvinus, King of Hungary, in [DATE]late 1462[MASK_18], but Corvinus had him imprisoned.
"
302,['MASK_19'],residence,"['held', 'in']",['MASK_20'],[25],"[PERSON]Vlad[MASK_1] was held in captivity in [GPE]Visegrád[MASK_19] from [DATE]1463 to 1475[MASK_20].
","Vlad was held in captivity in Visegrád from 1463 to 1475.
",['Visegrád'],['1463 to 1475'],Vlad_the_Impaler,political_action?,"[{'place_name': 'Visegrád', 'input_name': 'Visegrád', 'lat': 47.785782, 'lng': 18.970245, 'gn_description': 'seat of a second-order administrative division'}]","[PERSON]Vlad[MASK_1] was held in captivity in [GPE]Visegrád[MASK_19] from [DATE]1463 to 1475[MASK_20].
"
303,"['MASK_21', 'MASK_22']",other,"['cruelty', 'started', 'spread', 'in']",[],[26],"During this period, anecdotes about [PERSON]his[MASK_1] cruelty started to spread in [GPE]Germany[MASK_21] and [GPE]Italy[MASK_22].
","During this period, anecdotes about his cruelty started to spread in Germany and Italy.
","['Germany', 'Italy']",[],Vlad_the_Impaler,,"[{'place_name': 'Germany', 'input_name': 'Germany', 'lat': '51.5', 'lng': '10.5', 'gn_description': 'independent political entity'}, {'place_name': 'Italy', 'input_name': 'Italy', 'lat': '42.83333', 'lng': '12.83333', 'gn_description': 'independent political entity'}]","During this period, anecdotes about [PERSON]his[MASK_1] cruelty started to spread in [GPE]Germany[MASK_21] and [GPE]Italy[MASK_22].
"
304,"['MASK_6', 'MASK_23']",military_action,"['fought', 'against']",['MASK_24'],[28],"[PERSON]He[MASK_1] fought in Corvinus's army against the [GPE]Ottomans[MASK_6] in [GPE]Bosnia[MASK_23] in [DATE]early 1476[MASK_24].
","He fought in Corvinus's army against the Ottomans in Bosnia in early 1476.
","['Ottomans', 'Bosnia']",['early 1476'],Vlad_the_Impaler,,"[{'place_name': 'Ottomans', 'input_name': 'Ottoman Empire', 'lat': ' \t37.6995684', 'lng': '36.59264', 'gn_description': 'historical political entity'}, {'place_name': 'Bosnia', 'input_name': 'Bosnia and Herzegovina', 'lat': '44.25', 'lng': '17.83333', 'gn_description': 'independent political entity'}]","[PERSON]He[MASK_1] fought in Corvinus's army against the [GPE]Ottomans[MASK_6] in [GPE]Bosnia[MASK_23] in [DATE]early 1476[MASK_24].
"
305,"['MASK_12', 'MASK_9', 'MASK_2']",military_action,['helped'],['MASK_25'],[29],"[GPE]Hungarian[MASK_12] and [GPE]Moldavian[MASK_9] troops helped [PERSON]him[MASK_1] to force Basarab Laiotă (who had dethroned Vlad's brother, Radu) to flee from [GPE]Wallachia[MASK_2] in [DATE]November[MASK_25].
","Hungarian and Moldavian troops helped him to force Basarab Laiotă (who had dethroned Vlad's brother, Radu) to flee from Wallachia in November.
","['Hungarian', 'Moldavian', 'Wallachia']",['November'],Vlad_the_Impaler,,"[{'place_name': 'Hungarian', 'input_name': 'Hungary', 'lat': '47', 'lng': '20', 'gn_description': 'independent political entity'}, {'place_name': 'Moldavian', 'input_name': 'Moldova', 'lat': '47.25', 'lng': '28.58333', 'gn_description': 'independent political entity'}, {'place_name': 'Wallachia', 'input_name': 'Wallachia', 'lat': '44', 'lng': '25', 'gn_description': 'historical region'}]","[GPE]Hungarian[MASK_12] and [GPE]Moldavian[MASK_9] troops helped [PERSON]him[MASK_1] to force Basarab Laiotă (who had dethroned Vlad's brother, Radu) to flee from [GPE]Wallachia[MASK_2] in [DATE]November[MASK_25].
"
306,"['MASK_26', 'MASK_5']",other,"['In', 'suggested', 'was']",[],[34],"In [GPE]Russia[MASK_26], popular stories suggested that [PERSON]Vlad[MASK_1] was able to strengthen his central government only by applying brutal punishments, and many 19th-century [GPE]Romanian[MASK_5] historians adopted a similar view.
","In Russia, popular stories suggested that Vlad was able to strengthen his central government only by applying brutal punishments, and many 19th-century Romanian historians adopted a similar view.
","['Russia', 'Romanian']",[],Vlad_the_Impaler,weak? Legacy?,"[{'place_name': 'Russia', 'input_name': 'Russia', 'lat': '60', 'lng': '100', 'gn_description': 'independent political entity'}, {'place_name': 'Romanian', 'input_name': 'Romania', 'lat': '46', 'lng': '25', 'gn_description': 'independent political entity'}]","In [GPE]Russia[MASK_26], popular stories suggested that [PERSON]Vlad[MASK_1] was able to strengthen his central government only by applying brutal punishments, and many 19th-century [GPE]Romanian[MASK_5] historians adopted a similar view.
"
307,['MASK_27'],birth_place,"['born', 'in', 'town', 'of']",[],[52],"Historian Radu Florescu writes that [PERSON]Vlad[MASK_1] was born in the Transylvanian Saxon town of [GPE]Sighișoara[MASK_27] (then in the Kingdom of Hungary), where his father lived in a three-story stone house from 1431 to 1435.
","Historian Radu Florescu writes that Vlad was born in the Transylvanian Saxon town of Sighișoara (then in the Kingdom of Hungary), where his father lived in a three-story stone house from 1431 to 1435.
",['Sighișoara'],[],Vlad_the_Impaler,date 1431 - 1433?,"[{'place_name': 'Sighișoara', 'input_name': 'Sighișoara', 'lat': 46.216944444444, 'lng': 24.791111111111, 'gn_description': 'seat of a second-order administrative division'}]","Historian Radu Florescu writes that [PERSON]Vlad[MASK_1] was born in the Transylvanian Saxon town of [GPE]Sighișoara[MASK_27] (then in the Kingdom of Hungary), where his father lived in a three-story stone house from 1431 to 1435.
"
308,['MASK_6'],travel,['accompanied'],[],[61],"[PERSON]Vlad[MASK_1] and Radu accompanied their father to [GPE]the Ottoman Empire[MASK_6], where they were all imprisoned.
","Vlad and Radu accompanied their father to the Ottoman Empire, where they were all imprisoned.
",['the Ottoman Empire'],[],Vlad_the_Impaler,political_action?,"[{'place_name': 'the Ottoman Empire', 'input_name': 'Ottoman Empire', 'lat': ' \t37.6995684', 'lng': '36.59264', 'gn_description': 'historical political entity'}]","[PERSON]Vlad[MASK_1] and Radu accompanied their father to [GPE]the Ottoman Empire[MASK_6], where they were all imprisoned.
"
309,['MASK_28'],residence,"['held', 'imprisoned', 'in', 'fortress', 'of']",[],[63],"[PERSON]They[MASK_1] were held imprisoned in the fortress of [GPE]Eğrigöz[MASK_28], Emit, according to contemporaneous Ottoman chronicles.
","They were held imprisoned in the fortress of Eğrigöz, Emit, according to contemporaneous Ottoman chronicles.
",['Eğrigöz'],[],Vlad_the_Impaler,,"[{'place_name': 'Eğrigöz', 'input_name': 'Doğrugöz', 'lat': 38.346939, 'lng': 31.473452, 'gn_description': 'populated place'}]","[PERSON]They[MASK_1] were held imprisoned in the fortress of [GPE]Eğrigöz[MASK_28], Emit, according to contemporaneous Ottoman chronicles.
"
310,['MASK_6'],political_action,"['were', 'supported', 'against']",['MASK_29'],[64],"[PERSON]Their[MASK_1] lives were especially in danger after their father supported Vladislaus, King of Poland and Hungary, against [GPE]the Ottoman Empire[MASK_6] during the Crusade of Varna in [DATE]1444[MASK_29].
","Their lives were especially in danger after their father supported Vladislaus, King of Poland and Hungary, against the Ottoman Empire during the Crusade of Varna in 1444.
",['the Ottoman Empire'],['1444'],Vlad_the_Impaler,,"[{'place_name': 'the Ottoman Empire', 'input_name': 'Ottoman Empire', 'lat': ' \t37.6995684', 'lng': '36.59264', 'gn_description': 'historical political entity'}]","[PERSON]Their[MASK_1] lives were especially in danger after their father supported Vladislaus, King of Poland and Hungary, against [GPE]the Ottoman Empire[MASK_6] during the Crusade of Varna in [DATE]1444[MASK_29].
"
311,"['MASK_6', 'MASK_2']",travel,"['wrote', 'fled']",[],[68],"The Byzantine historian Michael Critobulus wrote that [PERSON]Vlad[MASK_1] and Radu fled to [GPE]the Ottoman Empire[MASK_6], which suggests that the sultan had allowed them to return to [GPE]Wallachia[MASK_2] after their father paid homage to him.
","The Byzantine historian Michael Critobulus wrote that Vlad and Radu fled to the Ottoman Empire, which suggests that the sultan had allowed them to return to Wallachia after their father paid homage to him.
","['the Ottoman Empire', 'Wallachia']",[],Vlad_the_Impaler,,"[{'place_name': 'the Ottoman Empire', 'input_name': 'Ottoman Empire', 'lat': ' \t37.6995684', 'lng': '36.59264', 'gn_description': 'historical political entity'}, {'place_name': 'Wallachia', 'input_name': 'Wallachia', 'lat': '44', 'lng': '25', 'gn_description': 'historical region'}]","The Byzantine historian Michael Critobulus wrote that [PERSON]Vlad[MASK_1] and Radu fled to [GPE]the Ottoman Empire[MASK_6], which suggests that the sultan had allowed them to return to [GPE]Wallachia[MASK_2] after their father paid homage to him.
"
312,['MASK_2'],political_office,"['became', 'claimant', 'to']",[],[75],"=== First rule ===
Upon the death of his father and elder brother, [PERSON]Vlad[MASK_1] became a potential claimant to [GPE]Wallachia[MASK_2].
","=== First rule ===
Upon the death of his father and elder brother, Vlad became a potential claimant to Wallachia.
",['Wallachia'],[],Vlad_the_Impaler,,"[{'place_name': 'Wallachia', 'input_name': 'Wallachia', 'lat': '44', 'lng': '25', 'gn_description': 'historical region'}]","=== First rule ===
Upon the death of his father and elder brother, [PERSON]Vlad[MASK_1] became a potential claimant to [GPE]Wallachia[MASK_2].
"
313,['MASK_2'],military_action,"['broke', 'into']",['MASK_30'],[77],"Taking advantage of his opponent's absence, [PERSON]Vlad[MASK_1] broke into [GPE]Wallachia[MASK_2] at the head of an Ottoman army in [DATE]early October[MASK_30].
","Taking advantage of his opponent's absence, Vlad broke into Wallachia at the head of an Ottoman army in early October.
",['Wallachia'],['early October'],Vlad_the_Impaler,,"[{'place_name': 'Wallachia', 'input_name': 'Wallachia', 'lat': '44', 'lng': '25', 'gn_description': 'historical region'}]","Taking advantage of his opponent's absence, [PERSON]Vlad[MASK_1] broke into [GPE]Wallachia[MASK_2] at the head of an Ottoman army in [DATE]early October[MASK_30].
"
314,['MASK_31'],military_action,"['had', 'accept', 'captured', 'fortress', 'of']",[],[78],"[PERSON]He[MASK_1] had to accept that the Ottomans had captured the fortress of [GPE]Giurgiu[MASK_31] on the Danube and strengthened it.
","He had to accept that the Ottomans had captured the fortress of Giurgiu on the Danube and strengthened it.
",['Giurgiu'],[],Vlad_the_Impaler,,"[{'place_name': 'Giurgiu', 'input_name': 'Giurgiu', 'lat': 43.9, 'lng': 25.966666666667, 'gn_description': 'seat of a first-order administrative division'}]","[PERSON]He[MASK_1] had to accept that the Ottomans had captured the fortress of [GPE]Giurgiu[MASK_31] on the Danube and strengthened it.
"
315,['MASK_14'],political_action,"['urged', 'come', 'meet', 'in']",[],[80],"Hunyadi's deputy, Nicholas Vízaknai, urged [PERSON]Vlad[MASK_1] to come to meet him in [GPE]Transylvania[MASK_14], but Vlad refused him.
","Hunyadi's deputy, Nicholas Vízaknai, urged Vlad to come to meet him in Transylvania, but Vlad refused him.
",['Transylvania'],[],Vlad_the_Impaler,,"[{'place_name': 'Transylvania', 'input_name': 'Transylvania', 'lat': 46.766666666667, 'lng': 23.583333333333, 'gn_description': 'historical region'}]","Hunyadi's deputy, Nicholas Vízaknai, urged [PERSON]Vlad[MASK_1] to come to meet him in [GPE]Transylvania[MASK_14], but Vlad refused him.
"
316,['MASK_6'],travel,"['forced', 'flee']",['MASK_32'],[82],"[PERSON]Vlad[MASK_1] was forced to flee to [GPE]the Ottoman Empire[MASK_6] by [DATE]7 December 1448[MASK_32].
","Vlad was forced to flee to the Ottoman Empire by 7 December 1448.
",['the Ottoman Empire'],['7 December 1448'],Vlad_the_Impaler,,"[{'place_name': 'the Ottoman Empire', 'input_name': 'Ottoman Empire', 'lat': ' \t37.6995684', 'lng': '36.59264', 'gn_description': 'historical political entity'}]","[PERSON]Vlad[MASK_1] was forced to flee to [GPE]the Ottoman Empire[MASK_6] by [DATE]7 December 1448[MASK_32].
"
317,['MASK_33'],residence,"['have', 'settled', 'in']",[],[89],"But if you will be our enemies now, and if something happens, ... you will have to answer for it before God


=== In exile ===
[PERSON]Vlad[MASK_1] first settled in [GPE]Edirne[MASK_33] in the Ottoman Empire after his fall.
","But if you will be our enemies now, and if something happens, ... you will have to answer for it before God


=== In exile ===
Vlad first settled in Edirne in the Ottoman Empire after his fall.
",['Edirne'],[],Vlad_the_Impaler,,"[{'place_name': 'Edirne', 'input_name': 'Edirne', 'lat': 41.67304, 'lng': 26.57361, 'gn_description': 'seat of a first-order administrative division'}]","But if you will be our enemies now, and if something happens, ... you will have to answer for it before God


=== In exile ===
[PERSON]Vlad[MASK_1] first settled in [GPE]Edirne[MASK_33] in the Ottoman Empire after his fall.
"
318,['MASK_9'],travel,"['moved', 'to']",[],[90],"Not long after, [PERSON]he[MASK_1] moved to [GPE]Moldavia[MASK_9], where Bogdan II (his father's brother-in-law and possibly his maternal uncle) had mounted the throne with John Hunyadi's support in the autumn of 1449.
","Not long after, he moved to Moldavia, where Bogdan II (his father's brother-in-law and possibly his maternal uncle) had mounted the throne with John Hunyadi's support in the autumn of 1449.
",['Moldavia'],[],Vlad_the_Impaler,residence?,"[{'place_name': 'Moldavia', 'input_name': 'Moldova', 'lat': '47.25', 'lng': '28.58333', 'gn_description': 'independent political entity'}]","Not long after, [PERSON]he[MASK_1] moved to [GPE]Moldavia[MASK_9], where Bogdan II (his father's brother-in-law and possibly his maternal uncle) had mounted the throne with John Hunyadi's support in the autumn of 1449.
"
319,['MASK_14'],political_action,"['fled', 'to', 'with']",[],[91],"After Bogdan was murdered by Peter III Aaron in October 1451, Bogdan's son, Stephen, fled to [GPE]Transylvania[MASK_14] with [PERSON]Vlad[MASK_1] to seek assistance from Hunyadi.
","After Bogdan was murdered by Peter III Aaron in October 1451, Bogdan's son, Stephen, fled to Transylvania with Vlad to seek assistance from Hunyadi.
",['Transylvania'],[],Vlad_the_Impaler,traveL?,"[{'place_name': 'Transylvania', 'input_name': 'Transylvania', 'lat': 46.766666666667, 'lng': 23.583333333333, 'gn_description': 'historical region'}]","After Bogdan was murdered by Peter III Aaron in October 1451, Bogdan's son, Stephen, fled to [GPE]Transylvania[MASK_14] with [PERSON]Vlad[MASK_1] to seek assistance from Hunyadi.
"
320,['MASK_34'],political_action,"['wanted', 'settle', 'in']",['MASK_35'],[93],"[PERSON]Vlad[MASK_1] allegedly wanted to settle in [GPE]Brașov[MASK_34] (which was a centre of the Wallachian boyars expelled by Vladislaus II), but Hunyadi forbade the burghers to give shelter to him on [DATE]6 February 1452[MASK_35].
","Vlad allegedly wanted to settle in Brașov (which was a centre of the Wallachian boyars expelled by Vladislaus II), but Hunyadi forbade the burghers to give shelter to him on 6 February 1452.
",['Brașov'],['6 February 1452'],Vlad_the_Impaler,,"[{'place_name': 'Brașov', 'input_name': 'Brașov', 'lat': 45.65, 'lng': 25.6, 'gn_description': 'seat of a first-order administrative division'}]","[PERSON]Vlad[MASK_1] allegedly wanted to settle in [GPE]Brașov[MASK_34] (which was a centre of the Wallachian boyars expelled by Vladislaus II), but Hunyadi forbade the burghers to give shelter to him on [DATE]6 February 1452[MASK_35].
"
321,['MASK_9'],travel,"['returned', 'to']",[],[94],"[PERSON]Vlad[MASK_1] returned to [GPE]Moldavia[MASK_9] where Alexăndrel had dethroned Peter Aaron.
","Vlad returned to Moldavia where Alexăndrel had dethroned Peter Aaron.
",['Moldavia'],[],Vlad_the_Impaler,,"[{'place_name': 'Moldavia', 'input_name': 'Moldova', 'lat': '47.25', 'lng': '28.58333', 'gn_description': 'independent political entity'}]","[PERSON]Vlad[MASK_1] returned to [GPE]Moldavia[MASK_9] where Alexăndrel had dethroned Peter Aaron.
"
322,['MASK_12'],travel,"['returned', 'to', 'informed', 'townspeople', 'of', 'tasked']",['MASK_80'],[96],"[PERSON]He[MASK_1] must have returned to [GPE]Hungary[MASK_12] before [DATE]3 July 1456[MASK_80] because, on that day, Hunyadi informed the townspeople of [GPE]Brașov[MASK_34] that he had tasked [PERSON]Vlad[MASK_1] with the defence of the [GPE]Transylvanian[MASK_14] border.
","He must have returned to Hungary before 3 July 1456 because, on that day, Hunyadi informed the townspeople of Brașov that he had tasked Vlad with the defence of the Transylvanian border.
",['Hungary'],['3 July 1456'],Vlad_the_Impaler,,"[{'place_name': 'Hungary', 'input_name': 'Hungary', 'lat': '47', 'lng': '20', 'gn_description': 'independent political entity'}]","[PERSON]He[MASK_1] must have returned to [GPE]Hungary[MASK_12] before [DATE]3 July 1456[MASK_80] because, on that day, Hunyadi informed the townspeople of [GPE]Brașov[MASK_34] that he had tasked [PERSON]Vlad[MASK_1] with the defence of the [GPE]Transylvanian[MASK_14] border.
"
